video_game,price,kind,link,devoloper,platform,type
Red Faction,"79,99 €",Action Adventure,https://sandbox.oxylabs.io/products/232, Volition Inc.,N/A,multiplayer
Myth II: Soulblighter,"88,99 €",General,https://sandbox.oxylabs.io/products/233, Bungie Software,N/A,multiplayer
Ninja Gaiden Sigma,"76,99 €",Action,https://sandbox.oxylabs.io/products/234, Team Ninja,N/A,singleplayer
Fire Emblem Fates: Special Edition,"80,99 €",Fighting,https://sandbox.oxylabs.io/products/235, Intelligent Systems,N/A,multiplayer
Pinball FX 2,"82,99 €",2D,https://sandbox.oxylabs.io/products/236, Zen Studios,N/A,multiplayer
Final Fantasy Tactics: The War of the Lions,"91,99 €",Role-Playing,https://sandbox.oxylabs.io/products/237, TOSE,N/A,singleplayer
NHL 11,"77,99 €",Action RPG,https://sandbox.oxylabs.io/products/238, Electronic Arts,N/A,multiplayer
Wario Land 4,"87,99 €",Western-Style,https://sandbox.oxylabs.io/products/239, Nintendo,N/A,
Metroid Dread,"88,99 €",Action Adventure,https://sandbox.oxylabs.io/products/240, Mercury Steam,N/A,singleplayer
The Elder Scrolls III: Morrowind Game of the Year Edition,"86,99 €",Adventure,https://sandbox.oxylabs.io/products/241, Bethesda Softworks,N/A,singleplayer
WarioWare: Twisted!,"87,99 €",3D,https://sandbox.oxylabs.io/products/242, Nintendo,N/A,singleplayer
Halo: The Master Chief Collection - Halo 3,"79,99 €",Sandbox,https://sandbox.oxylabs.io/products/243, 343 Industries,N/A,multiplayer
Pokemon Y,"75,99 €",First-Person,https://sandbox.oxylabs.io/products/244, Game Freak,N/A,multiplayer
Return to Castle Wolfenstein,"87,99 €",Fantasy,https://sandbox.oxylabs.io/products/245, Gray Matter,N/A,multiplayer
Ratchet & Clank: Rift Apart,"87,99 €",Action,https://sandbox.oxylabs.io/products/246, Insomniac Games,N/A,singleplayer
NBA Street,"60,99 €",Platformer,https://sandbox.oxylabs.io/products/247, EA Sports,N/A,multiplayer
Shogo: Mobile Armor Division,"84,99 €",3D,https://sandbox.oxylabs.io/products/248, Monolith Productions,N/A,multiplayer
Thirty Flights of Loving,"50,99 €",Action,https://sandbox.oxylabs.io/products/249, Blendo Games,N/A,
Hearthstone: Heroes of Warcraft,"58,99 €",Shooter,https://sandbox.oxylabs.io/products/250, Blizzard Entertainment,N/A,multiplayer
Unity of Command II,"77,99 €",First-Person,https://sandbox.oxylabs.io/products/251, 2x2 Games,N/A,singleplayer
Ghost of Tsushima: Director's Cut,"67,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/252, Sucker Punch,N/A,
Grand Theft Auto: Liberty City Stories,"77,99 €",Strategy,https://sandbox.oxylabs.io/products/253, Rockstar North,N/A,singleplayer
Medieval II: Total War,"90,99 €",Real-Time,https://sandbox.oxylabs.io/products/254, Creative Assembly,N/A,multiplayer
Super Mario Maker 2,"85,99 €",Fantasy,https://sandbox.oxylabs.io/products/255, Nintendo,N/A,multiplayer
Sly 2: Band of Thieves,"90,99 €",General,https://sandbox.oxylabs.io/products/256, Sucker Punch,N/A,singleplayer
Doom 3,"81,99 €",Action,https://sandbox.oxylabs.io/products/257, Vicarious Visions,N/A,multiplayer
Tekken: Dark Resurrection,"86,99 €",Shooter,https://sandbox.oxylabs.io/products/258, Namco Bandai Games,N/A,multiplayer
The Stanley Parable,"80,99 €",First-Person,https://sandbox.oxylabs.io/products/259, Davey Wreden,N/A,singleplayer
Slay the Spire,"69,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/260, Mega Crit Games,N/A,singleplayer
Guacamelee! Gold Edition,"75,99 €",Action,https://sandbox.oxylabs.io/products/261, DrinkBox Studios,N/A,singleplayer
Counter-Strike: Source,"89,99 €",Fighting,https://sandbox.oxylabs.io/products/262, Valve Software,N/A,multiplayer
Fire Emblem,"90,99 €",3D,https://sandbox.oxylabs.io/products/263, Intelligent Systems,N/A,multiplayer
Fire Emblem Fates: Revelation,"73,99 €",Action,https://sandbox.oxylabs.io/products/264, Intelligent Systems,N/A,
Need for Speed: High Stakes,"85,99 €",Adventure,https://sandbox.oxylabs.io/products/265, EA Canada,N/A,multiplayer
Street Fighter III: Third Strike Online Edition,"72,99 €",General,https://sandbox.oxylabs.io/products/266, Iron Galaxy Studios,N/A,multiplayer
Professor Layton and the Unwound Future,"87,99 €",3D,https://sandbox.oxylabs.io/products/267, Level 5,N/A,singleplayer
We Love Katamari,"88,99 €",First-Person,https://sandbox.oxylabs.io/products/268, Namco,N/A,multiplayer
Worldwide Soccer Manager 2008,"73,99 €",Modern,https://sandbox.oxylabs.io/products/269, Sports Interactive,N/A,
Dance Central 2,"81,99 €",Strategy,https://sandbox.oxylabs.io/products/270, Harmonix Music Systems,N/A,
Sly Cooper and the Thievius Raccoonus,"85,99 €",Turn-Based,https://sandbox.oxylabs.io/products/271, Sucker Punch,N/A,singleplayer
IL-2 Sturmovik: Forgotten Battles,"80,99 €",Card Battle,https://sandbox.oxylabs.io/products/272, 1C,N/A,multiplayer
DiRT 3,"70,99 €",Action,https://sandbox.oxylabs.io/products/273, Codemasters,N/A,
Minecraft: PlayStation 3 Edition,"68,99 €",Platformer,https://sandbox.oxylabs.io/products/274, 4J Studios,N/A,multiplayer
Devotion,"78,99 €",2D,https://sandbox.oxylabs.io/products/275, Red Candle Games,N/A,singleplayer
The Legend of Zelda: Four Swords Adventures,"75,99 €",Action,https://sandbox.oxylabs.io/products/276, Nintendo,N/A,multiplayer
Joe Danger,"77,99 €",Shooter,https://sandbox.oxylabs.io/products/277, Hello Games,N/A,
Tales of Symphonia,"90,99 €",First-Person,https://sandbox.oxylabs.io/products/278, Namco,N/A,singleplayer
Unreal Tournament 2003,"78,99 €",Tactical,https://sandbox.oxylabs.io/products/279, Digital Extremes,N/A,multiplayer
Age of Wonders II: The Wizard's Throne,"85,99 €",Modern,https://sandbox.oxylabs.io/products/280, Triumph Studios,N/A,multiplayer
Daytona USA,"85,99 €",Strategy,https://sandbox.oxylabs.io/products/281, Amusement Vision,N/A,
Links 2001,"63,99 €",Turn-Based,https://sandbox.oxylabs.io/products/282, Microsoft Game Studios,N/A,multiplayer
EverQuest: The Ruins of Kunark,"85,99 €",Fantasy,https://sandbox.oxylabs.io/products/283, Sony Online Entertainment,N/A,multiplayer
Full Throttle,"86,99 €",Strategy,https://sandbox.oxylabs.io/products/284, LucasArts,N/A,
Katamari Damacy,"88,99 €",Turn-Based,https://sandbox.oxylabs.io/products/285, Namco,N/A,multiplayer
The Lord of the Rings Online: Shadows of Angmar,"80,99 €",Tactics,https://sandbox.oxylabs.io/products/286, Turbine Inc.,N/A,multiplayer
Grand Theft Auto: Vice City Stories,"82,99 €",Driving,https://sandbox.oxylabs.io/products/287, Rockstar Leeds,N/A,singleplayer
Pony Island,"74,99 €",Racing,https://sandbox.oxylabs.io/products/288, Daniel Mullins Games,N/A,singleplayer
"Warhammer 40,000: Dawn of War","87,99 €",Strategy,https://sandbox.oxylabs.io/products/289, Relic,N/A,multiplayer
MLB The Show 19,"76,99 €",Real-Time,https://sandbox.oxylabs.io/products/290, Sony Interactive Entertainment,N/A,multiplayer
Tales From Space: Mutant Blobs Attack,"83,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/291, DrinkBox Studios,N/A,
Max Payne 3,"79,99 €",General,https://sandbox.oxylabs.io/products/292, Rockstar Games,N/A,multiplayer
Skate,"84,99 €",Sports,https://sandbox.oxylabs.io/products/293, EA Black Box,N/A,multiplayer
Warhammer Online: Age of Reckoning,"79,99 €",Team,https://sandbox.oxylabs.io/products/294, EA Mythic,N/A,multiplayer
NHL 12,"71,99 €",Baseball,https://sandbox.oxylabs.io/products/295, Electronic Arts,N/A,multiplayer
Dead Space (2008),"82,99 €",Sim,https://sandbox.oxylabs.io/products/296, EA Redwood Shores,N/A,singleplayer
Advance Wars: Days of Ruin,"87,99 €",Action,https://sandbox.oxylabs.io/products/297, Intelligent Systems,N/A,singleplayer
The Elder Scrolls IV - Knights of the Nine,"75,99 €",Platformer,https://sandbox.oxylabs.io/products/298, Bethesda Softworks,N/A,singleplayer
Final Fantasy IV Pixel Remaster,"73,99 €",2D,https://sandbox.oxylabs.io/products/299, Square Enix,N/A,singleplayer
Forza Horizon 2,"83,99 €",Action,https://sandbox.oxylabs.io/products/300, Playground Games,N/A,multiplayer
Monster Train,"83,99 €",Shooter,https://sandbox.oxylabs.io/products/301, Shiny Shoe,N/A,multiplayer
Crypt of the NecroDancer: Nintendo Switch Edition,"72,99 €",Third-Person,https://sandbox.oxylabs.io/products/302, Brace Yourself Games,N/A,singleplayer
Moto Racer Advance,"86,99 €",Modern,https://sandbox.oxylabs.io/products/303, Delphine Software International,N/A,
Command & Conquer: Red Alert 2 - Yuri's Revenge,"89,99 €",Arcade,https://sandbox.oxylabs.io/products/304, Westwood Studios,N/A,multiplayer
Europa Universalis,"76,99 €",Sports,https://sandbox.oxylabs.io/products/305, Paradox Development Studio,N/A,multiplayer
IL-2 Sturmovik: 1946,"87,99 €",Alternative,https://sandbox.oxylabs.io/products/306, 1C: Maddox Games,N/A,singleplayer
Luigi's Mansion 3,"85,99 €",Individual,https://sandbox.oxylabs.io/products/307, Next Level Games,N/A,multiplayer
Dance Central 3,"79,99 €",Skateboarding,https://sandbox.oxylabs.io/products/308, Harmonix Music Systems,N/A,
Shatter,"76,99 €",Skate / Skateboard,https://sandbox.oxylabs.io/products/309, Sidhe Interactive,N/A,
Luigi's Mansion: Dark Moon,"84,99 €",Role-Playing,https://sandbox.oxylabs.io/products/310, Next Level Games,N/A,multiplayer
Psychonauts,"86,99 €",Massively Multiplayer Online,https://sandbox.oxylabs.io/products/311, BudCat,N/A,singleplayer
Dragon Quest XI: Echoes of an Elusive Age,"86,99 €",Massively Multiplayer,https://sandbox.oxylabs.io/products/312, Square Enix,N/A,singleplayer
F-Zero: Maximum Velocity,"78,99 €",Fantasy,https://sandbox.oxylabs.io/products/313, Nd Cube,N/A,multiplayer
Destiny: The Taken King,"62,99 €",Sports,https://sandbox.oxylabs.io/products/314, Bungie,N/A,
Heroes of the Storm,"63,99 €",Traditional,https://sandbox.oxylabs.io/products/315, Blizzard Entertainment,N/A,multiplayer
The Binding of Isaac: Afterbirth +,"83,99 €",Team,https://sandbox.oxylabs.io/products/316, Edmund McMillen,N/A,singleplayer
Super Smash Bros. for Nintendo 3DS,"85,99 €",Ice Hockey,https://sandbox.oxylabs.io/products/317, Bandai Namco Games,N/A,multiplayer
Medieval II: Total War Kingdoms,"88,99 €",Sim,https://sandbox.oxylabs.io/products/318, Creative Assembly,N/A,multiplayer
DJMax Respect,"80,99 €",Action,https://sandbox.oxylabs.io/products/319, Rocky Studio,N/A,multiplayer
Resogun: Defenders,"72,99 €",Shooter,https://sandbox.oxylabs.io/products/320, Housemarque,N/A,
The Legend of Zelda: Four Swords Anniversary Edition,"75,99 €",Action Adventure,https://sandbox.oxylabs.io/products/321, GREZZO,N/A,
Maboshi's Arcade,"79,99 €",Fantasy,https://sandbox.oxylabs.io/products/322, Mindware,N/A,singleplayer
Peggle Deluxe,"79,99 €",General,https://sandbox.oxylabs.io/products/323, PopCap,N/A,
WWE SmackDown! Here Comes the Pain,"89,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/324, Yuke's,N/A,multiplayer
Hot Shots Golf 3,"80,99 €",Puzzle,https://sandbox.oxylabs.io/products/325, Clap Hanz,N/A,multiplayer
Monopoly Tycoon,"77,99 €",Action,https://sandbox.oxylabs.io/products/326, Deep Red,N/A,multiplayer
Sam & Max Episode 204: Chariots of the Dogs,"71,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/327, Telltale Games,N/A,singleplayer
Machinarium,"87,99 €",Puzzle,https://sandbox.oxylabs.io/products/328, Amanita Design,N/A,singleplayer
Nioh 2,"79,99 €",Action,https://sandbox.oxylabs.io/products/329, Team Ninja,N/A,multiplayer
Frozen Synapse,"75,99 €",Action,https://sandbox.oxylabs.io/products/330, Mode 7 Games,N/A,multiplayer
Champions of Norrath,"82,99 €",Fighting,https://sandbox.oxylabs.io/products/331, Snowblind Studios,N/A,multiplayer
The Witcher 3: Wild Hunt - Complete Edition,"85,99 €",Wrestling,https://sandbox.oxylabs.io/products/332, Saber Interactive,N/A,singleplayer
Freelancer,"89,99 €",Sports,https://sandbox.oxylabs.io/products/333, Digital Anvil,N/A,multiplayer
Bayonetta & Vanquish,"79,99 €",Traditional,https://sandbox.oxylabs.io/products/334, PlatinumGames,N/A,singleplayer
Zenzizenzic,"61,99 €",Golf,https://sandbox.oxylabs.io/products/335, Ruud Koorevaar,N/A,
NBA Jam: On Fire Edition,"75,99 €",Arcade,https://sandbox.oxylabs.io/products/336, EA Sports,N/A,
Galactic Civilizations III: Crusade,"70,99 €",Strategy,https://sandbox.oxylabs.io/products/337, Stardock,N/A,
Final Fantasy IV Advance,"84,99 €",Tycoon,https://sandbox.oxylabs.io/products/338, TOSE,N/A,singleplayer
Robo Recall,"76,99 €",Management,https://sandbox.oxylabs.io/products/339, Epic Games,N/A,singleplayer
Super Stardust HD,"83,99 €",Business / Tycoon,https://sandbox.oxylabs.io/products/340, Housemarque,N/A,multiplayer
Super Paper Mario,"80,99 €",Adventure,https://sandbox.oxylabs.io/products/341, Intelligent Systems,N/A,singleplayer
Star Wars: Rogue Squadron,"85,99 €",General,https://sandbox.oxylabs.io/products/342, Factor 5,N/A,singleplayer
Professor Layton and the Curious Village,"85,99 €",3D,https://sandbox.oxylabs.io/products/343, Level 5,N/A,singleplayer
AudioSurf,"87,99 €",Point-and-Click,https://sandbox.oxylabs.io/products/344, BestGameEver.com,N/A,singleplayer
Super Mario 64 DS,"83,99 €",Third-Person,https://sandbox.oxylabs.io/products/345, Nintendo,N/A,singleplayer
Dead Rising,"77,99 €",Adventure,https://sandbox.oxylabs.io/products/346, Capcom,N/A,singleplayer
MLB The Show 17,"69,99 €",General,https://sandbox.oxylabs.io/products/347, Sony Interactive Entertainment,N/A,multiplayer
AMID EVIL,"74,99 €",Third-Person,https://sandbox.oxylabs.io/products/348, Indefatigable,N/A,singleplayer
Mario Kart 7,"82,99 €",Point-and-Click,https://sandbox.oxylabs.io/products/349, Retro Studios,N/A,multiplayer
Halo: The Master Chief Collection,"79,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/350, 343 Industries,N/A,multiplayer
Batman: The Enemy Within - Episode 5: Same Stitch,"75,99 €",Role-Playing,https://sandbox.oxylabs.io/products/351, Telltale Games,N/A,singleplayer
NCAA Football 11,"75,99 €",Action RPG,https://sandbox.oxylabs.io/products/352, EA Tiburon,N/A,multiplayer
Phantasy Star Online Episode I & II,"85,99 €",Role-Playing,https://sandbox.oxylabs.io/products/353, Sonic Team,N/A,multiplayer
Persona 4 Arena Ultimax,"43,99 €",Massively Multiplayer Online,https://sandbox.oxylabs.io/products/354, Arc System Works,N/A,
Pikmin 3 Deluxe,"84,99 €",Sci-Fi,https://sandbox.oxylabs.io/products/355, Eighting,N/A,singleplayer
Fire Emblem: Path of Radiance,"89,99 €",Action,https://sandbox.oxylabs.io/products/356, Intelligent Systems,N/A,singleplayer
Super Mega Baseball,"72,99 €",Fighting,https://sandbox.oxylabs.io/products/357, Metalhead Software,N/A,
DDRMAX: Dance Dance Revolution,"87,99 €",2D,https://sandbox.oxylabs.io/products/358, KCET,N/A,multiplayer
F355 Challenge,"83,99 €",Strategy,https://sandbox.oxylabs.io/products/359, Sega,N/A,
The Elder Scrolls III: Bloodmoon,"83,99 €",Real-Time,https://sandbox.oxylabs.io/products/360, Bethesda Softworks,N/A,singleplayer
Boom Blox,"80,99 €",General,https://sandbox.oxylabs.io/products/361, EA LA,N/A,multiplayer
Maximo: Ghosts to Glory,"89,99 €",Strategy,https://sandbox.oxylabs.io/products/362, Capcom,N/A,singleplayer
BlazBlue: Central Fiction,"77,99 €",Turn-Based,https://sandbox.oxylabs.io/products/363, Arc System Works,N/A,multiplayer
80 DAYS,"78,99 €",Fantasy,https://sandbox.oxylabs.io/products/364, inkle,N/A,singleplayer
Hearthstone: Heroes of Warcraft - Goblins Vs. Gnomes,"61,99 €",Traditional,https://sandbox.oxylabs.io/products/365, Blizzard Entertainment,N/A,
MotorStorm,"74,99 €",Sports,https://sandbox.oxylabs.io/products/366, Evolution Studios,N/A,multiplayer
WHAT THE GOLF?,"83,99 €",Team,https://sandbox.oxylabs.io/products/367, Triband,N/A,singleplayer
God of War: Origins Collection,"87,99 €",Baseball,https://sandbox.oxylabs.io/products/368, Ready at Dawn,N/A,singleplayer
Xenogears,"92,99 €",Arcade,https://sandbox.oxylabs.io/products/369, SquareSoft,N/A,singleplayer
Space Rangers 2: Rise of the Dominators,"89,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/370, 1C,N/A,singleplayer
Tetris DS,"79,99 €",Rhythm,https://sandbox.oxylabs.io/products/371, Nintendo,N/A,multiplayer
Shin Megami Tensei: Devil Survivor,"45,99 €",Dancing,https://sandbox.oxylabs.io/products/372, Atlus,N/A,singleplayer
Battlefield 3,"75,99 €",Driving,https://sandbox.oxylabs.io/products/373, EA DICE,N/A,
Monster Hunter Tri,"85,99 €",Racing,https://sandbox.oxylabs.io/products/374, Capcom,N/A,multiplayer
Return to Castle Wolfenstein: Tides of War,"87,99 €",GT / Street,https://sandbox.oxylabs.io/products/375, Nerve Software,N/A,multiplayer
Heroes of Might and Magic IV,"76,99 €",Role-Playing,https://sandbox.oxylabs.io/products/376, New World Computing,N/A,
Command & Conquer: Red Alert 2,"89,99 €",First-Person,https://sandbox.oxylabs.io/products/377, Westwood Studios,N/A,multiplayer
Shogun: Total War,"84,99 €",Western-Style,https://sandbox.oxylabs.io/products/378, Creative Assembly,N/A,multiplayer
Mega Man X Legacy Collection,"86,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/379, Capcom,N/A,singleplayer
Rayman Legends: Definitive Edition,"84,99 €",Puzzle,https://sandbox.oxylabs.io/products/380, Ubisoft Montpellier,N/A,
Shin Megami Tensei: Devil Survivor 2 Record Breaker,"45,99 €",General,https://sandbox.oxylabs.io/products/381, Atlus,N/A,singleplayer
Gears of War 4,"70,99 €",Action,https://sandbox.oxylabs.io/products/382, The Coalition,N/A,multiplayer
Halo 5: Guardians,"64,99 €",Platformer,https://sandbox.oxylabs.io/products/383, 343 Industries,N/A,multiplayer
Football Manager 2012,"79,99 €",3D,https://sandbox.oxylabs.io/products/384, Sports Interactive,N/A,
Inscryption,"87,99 €",Strategy,https://sandbox.oxylabs.io/products/385, Daniel Mullins Games,N/A,singleplayer
ZEN Pinball 2: South Park: Super-Sweet Pinball,"60,99 €",Turn-Based,https://sandbox.oxylabs.io/products/386, Zen Studios,N/A,
Trine 2: Director's Cut,"79,99 €",Card Battle,https://sandbox.oxylabs.io/products/387," Frozenbyte, Inc.",N/A,
Guild Wars Factions,"84,99 €",Action,https://sandbox.oxylabs.io/products/388, ArenaNet,N/A,multiplayer
Guacamelee!,"78,99 €",Miscellaneous,https://sandbox.oxylabs.io/products/389, DrinkBox Studios,N/A,
No More Heroes 2: Desperate Struggle,"88,99 €",Parlor,https://sandbox.oxylabs.io/products/390, Grasshopper Manufacture,N/A,singleplayer
LEGO Star Wars II: The Original Trilogy,"87,99 €",Pinball,https://sandbox.oxylabs.io/products/391, Traveller's Tales,N/A,multiplayer
80 Days (2015),"74,99 €",Action,https://sandbox.oxylabs.io/products/392, inkle,N/A,singleplayer
Spore,"57,99 €",Platformer,https://sandbox.oxylabs.io/products/393, Maxis,N/A,singleplayer
Unity of Command,"73,99 €",2D,https://sandbox.oxylabs.io/products/394, 2x2 Games,N/A,
Colin McRae Rally 04,"82,99 €",Role-Playing,https://sandbox.oxylabs.io/products/395, Codemasters,N/A,multiplayer
